Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Mouse gender	Mouse genotype	Targeted layer	Inferred layer	Cre	Exon reads	Intron reads	Intergenic reads	Sequencing batch	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
248	20180621_sample_3	20180621_slice_3	2018-06-21	sample 3	mouse_IAHGR	2018-02-16	125	M	wt/wt	2/3	2/3	WT	1675586	729817	111735	3	11582	Sncg	Sncg Calb1_1	0.62	Sncg Calb1_1 (61.7%), Sncg Slc17a8 (37.9%)	Sncg Slc17a8 (100.0%)	2002	339.05	Fede	20	220	78.2	606.4	1673.664		
249	20180621_sample_4	20180621_slice_4	2018-06-21	sample 4	mouse_IAHGR	2018-02-16	125	M	wt/wt	2/3	2/3	WT	1346726	1777923	259624	3	10470	IT	L2/3 IT_3	0.92	L2/3 IT_3 (91.9%), L2/3 IT_2 (6.9%)	L2/3 IT VISp Agmat (77.0%), L2/3 IT VISp Rrad (19.0%)	1894	216.13	Fede	10	239	84.4	523.9	1445.964	y	
250	20180621_sample_5	20180621_slice_5	2018-06-21	sample 5	mouse_IAHGR	2018-02-16	125	M	wt/wt	2/3	2/3	WT	1785985	356024	87282	3	10305	Vip	Vip Mybpc1_2	1.00	Vip Mybpc1_2 (100.0%)	Vip Crispld2 Kcne4 (100.0%)	1762	294.81	Fede	19	213.7	77.7	560.8	1547.808		
251	20180621_sample_7	20180621_slice_7	2018-06-21	sample 7	mouse_IAHGR	2018-02-16	125	M	wt/wt	2/3	2/3	WT	1479081	1248411	197409	3	9868	Pvalb	Pvalb Il1rapl2	0.82	Pvalb Il1rapl2 (82.0%), Pvalb Calb1_2 (13.7%)	Pvalb Tpbg (100.0%)	1550	219.29	Fede	27	268	98.1	607.5	1676.7	y	
252	20180621_sample_8	20180621_slice_8	2018-06-21	sample 8	mouse_IAHGR	2018-02-16	125	M	wt/wt	2/3	2/3	WT	3679485	753281	173811	3	12581	Pvalb	Pvalb Reln	0.75	Pvalb Reln (74.7%), Pvalb Il1rapl2 (23.0%)	Pvalb Reln Itm2a (99.0%)	1714	603.05	Fede	23	440.2	162.7	631.2	1742.112		
253	20180628_sample_2	20180628_slice_2	2018-06-28	sample 2	mouse_HAKYY	2018-04-16	73	M	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV+	1304966	1234951	129846	3	11175	Pvalb	Pvalb Reln	0.90	Pvalb Reln (90.4%), Pvalb Kank4 (8.7%)	Pvalb Reln Itm2a (100.0%)	1748	290.81	Fede	30	424.5	155.2	519.2	1432.992	y	
254	20180628_sample_3	20180628_slice_3	2018-06-28	sample 3	mouse_HAKYY	2018-04-16	73	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	2332512	1694184	235637	3	10689	Pvalb	Pvalb Il1rapl2	0.87	Pvalb Il1rapl2 (87.3%), Pvalb Reln (11.0%)	Pvalb Tpbg (67.0%), Pvalb Reln Itm2a (33.0%)	1807	227.42	Fede	30	204.6	71.2	525.5	1450.38		
255	20180628_sample_4	20180628_slice_4	2018-06-28	sample 4	mouse_HAKYY	2018-04-16	73	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	483490	90484	69971	3	3743	low quality					1705	24.39	Fede	29	651.3	241.1	530	1462.8		
256	20180628_sample_6	20180628_slice_6	2018-06-28	sample 6	mouse_HAKYY	2018-04-16	73	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	894942	560492	112553	3	9300	Pvalb	Pvalb Il1rapl2	0.65	Pvalb Il1rapl2 (65.0%), Pvalb Reln (17.9%), Pvalb Gpr149 (11.4%)	Pvalb Reln Itm2a (61.0%), Pvalb Tpbg (39.0%)	1539	246.23	Fede	20	333.9	121.7	497	1371.72		
257	20180628_sample_7	20180628_slice_7	2018-06-28	sample 7	mouse_HAKYY	2018-04-16	73	M	Pvalb-Cre/wt; Ai9/wt	1	2/3	PV-	642514	988181	137163	3	6645	Lamp5	Lamp5 Egln3_1	0.59	Lamp5 Egln3_1 (59.4%), Sncg Npy2r (33.4%), Vip Sncg (6.4%)	Sncg Vip Nptx2 (88.0%), Lamp5 Fam19a1 Pax6 (9.0%)	1862	75.88	Fede	20	99.4	39.4	500.3	1380.828		
258	20180703_sample_1	20180703_slice_1	2018-07-03	sample 1	mouse_RWJCG	2018-02-16	137	M	wt/wt	5	2/3	WT	2260711	1916745	244684	3	9035	Pvalb	Pvalb Il1rapl2	0.89	Pvalb Il1rapl2 (88.9%), Pvalb Reln (8.7%)	Pvalb Tpbg (70.0%), Pvalb Reln Itm2a (30.0%)	1954	119.38	Matteo	35	234.5	86	626	1727.76		
259	20180703_sample_2	20180703_slice_2	2018-07-03	sample 2	mouse_RWJCG	2018-02-16	137	M	wt/wt	5	5	WT	970952	1868141	394290	3	11410	IT	L5 IT_1	0.89	L5 IT_1 (88.9%), L5 IT_2 (7.4%)	L5 IT ALM Gkn1 Pcdh19 (60.0%), L5 IT ALM Cpa6 Gpr88 (33.0%), L5 IT ALM Tmem163 Arhgap25 (4.0%)	1713	447.64	Matteo	18	867.8	299.5	678.7	1873.212		
260	20180703_sample_3	20180703_slice_3	2018-07-03	sample 3	mouse_RWJCG	2018-02-16	137	M	wt/wt	5	5	WT	340908	76108	70576	3	3986	low quality					1505	96.49	Matteo	16	627.9	223.7	599.1	1653.516		
261	20180704_sample_1	20180704_slice_1	2018-07-04	sample 1	mouse_PZPYT	2018-05-29	36	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	2250818	2314431	212630	3	11789	Pvalb	Pvalb Il1rapl2	0.55	Pvalb Il1rapl2 (54.6%), Pvalb Reln (42.4%)	Pvalb Reln Itm2a (82.0%), Pvalb Tpbg (18.0%)	2049	281.99	Fede	20	393.4	143.9	640.6	1768.056		
262	20180704_sample_2	20180704_slice_2	2018-07-04	sample 2	mouse_PZPYT	2018-05-29	36	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1257682	1078727	120278	3	11251	Pvalb	Pvalb Il1rapl2	0.66	Pvalb Il1rapl2 (65.6%), Pvalb Reln (30.3%)	Pvalb Reln Itm2a (64.0%), Pvalb Tpbg (36.0%)	1841	502.56	Fede	20	416.4	155.9	618.8	1707.888		
263	20180704_sample_3	20180704_slice_3	2018-07-04	sample 3	mouse_PZPYT	2018-05-29	36	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	682789	355225	93460	3	13291	Pvalb	Pvalb Reln	0.81	Pvalb Reln (81.0%), Pvalb Il1rapl2 (16.6%)	Pvalb Reln Itm2a (100.0%)	1529	589.61	Fede	20	379.1	142.1	583.6	1610.736		
264	20180704_sample_4	20180704_slice_4	2018-07-04	sample 4	mouse_PZPYT	2018-05-29	36	M	Pvalb-Cre/wt; Ai9/wt	2/3	6	PV-	369182	50213	36038	3	3099	IT	L2/3 IT_3	0.18	L2/3 IT_3 (17.7%), L6b Col6a1 (15.7%), L6 CT Cpa6 (14.3%)	L2/3 IT VISp Rrad (74.0%), L2/3 IT VISp Adamts2 (17.0%), L2/3 IT VISp Agmat (8.0%)	1690	28.23	Fede	20	1382.6	500.6	646.4	1784.064		
265	20180704_sample_5	20180704_slice_5	2018-07-04	sample 5	mouse_PZPYT	2018-05-29	36	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	77242	67647	8576	3	8542	Pvalb	Pvalb Reln	0.66	Pvalb Reln (65.6%), Pvalb Il1rapl2 (16.0%), Pvalb Kank4 (14.0%)	Pvalb Reln Itm2a (98.0%)	1660	620.15	Fede	20	586.1	214.4	628.3	1734.108	y	
266	20180705_sample_1	20180705_slice_1	2018-07-05	sample 1	mouse_QBAPL	2018-05-29	37	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1015230	1772511	186387	3	11619	Pvalb	Pvalb Kank4	0.44	Pvalb Kank4 (43.6%), Pvalb Calb1_2 (18.6%), Pvalb Il1rapl2 (17.1%)	Pvalb Sema3e Kank4 (76.0%), Pvalb Reln Itm2a (22.0%)	1852	431.05	Matteo	32	615.3	221.8	605.4	1670.904	y	
267	20180705_sample_4	20180705_slice_4	2018-07-05	sample 4	mouse_QBAPL	2018-05-29	37	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1164103	1081404	225229	3	13224	Pvalb	Pvalb Gpr149	1.00	Pvalb Gpr149 (100.0%)	Pvalb Gpr149 Islr (85.0%), Pvalb Sema3e Kank4 (14.0%)	1837	508.72	Matteo	30	319.2	110.6	616.6	1701.816		
268	20180709_sample_2	20180709_slice_2	2018-07-09	sample 2	mouse_EEWII	2018-04-28	72	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	2237399	1177191	195475	4	13317	IT	L2/3 IT_3	0.95	L2/3 IT_3 (95.1%)	L2/3 IT ALM Macc1 Lrg1 (66.0%), L2/3 IT VISp Agmat (34.0%)	1915	604.7	Matteo	20	362.6	126.5	571.3	1576.788	y	
269	20180709_sample_3	20180709_slice_3	2018-07-09	sample 3	mouse_EEWII	2018-04-28	72	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT+	1223974	704212	145308	4	8391	Lamp5	Lamp5 Slc35d3	0.87	Lamp5 Slc35d3 (87.4%), Lamp5 Pdlim5_2 (12.3%)	Lamp5 Lsp1 (100.0%)	1582	176.43	Matteo	30	145.3	58.2	605.3	1670.628		
270	20180709_sample_4	20180709_slice_4	2018-07-09	sample 4	mouse_EEWII	2018-04-28	72	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	865025	1288841	193821	4	10268	IT	L2/3 IT_3	0.99	L2/3 IT_3 (99.0%)	L2/3 IT VISp Agmat (86.0%), L2/3 IT ALM Macc1 Lrg1 (14.0%)	1511	228.44	Matteo	20	250.2	96.5	594.8	1641.648		
271	20180709_sample_6	20180709_slice_6	2018-07-09	sample 6	mouse_EEWII	2018-04-28	72	M	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	656115	467761	88527	4	8439	IT	L4/5 IT_2	0.68	L4/5 IT_2 (67.7%), L5 IT_1 (21.7%), L4/5 IT_1 (4.3%)	L5 IT ALM Lypd1 Gpr88 (57.0%), L5 IT VISp Hsd11b1 Endou (24.0%), L4 IT VISp Rspo1 (11.0%)	1507	383.71	Matteo	20	593.8	213.3	578.2	1595.832		
272	20180710_sample_1	20180710_slice_1	2018-07-10	sample 1	mouse_CSPPC	2018-05-29	42	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	2057952	1571448	162611	4	11962	Pvalb	Pvalb Reln	0.97	Pvalb Reln (97.0%)	Pvalb Reln Itm2a (100.0%)	1965	314.29	Matteo	30	541.1	204.2	662.9	1829.604		
273	20180710_sample_2	20180710_slice_2	2018-07-10	sample 2	mouse_CSPPC	2018-05-29	42	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1832214	107244	150684	4	5722	Pvalb	Pvalb Il1rapl2	0.60	Pvalb Il1rapl2 (59.9%), Pvalb Calb1_2 (17.6%), Pvalb Reln (10.3%)	Pvalb Tpbg (86.0%), Pvalb Reln Tac1 (8.0%), Pvalb Reln Itm2a (3.0%)	1509	163.86	Matteo	30	358.4	127.4	615.8	1699.608		
274	20180710_sample_3	20180710_slice_3	2018-07-10	sample 3	mouse_CSPPC	2018-05-29	42	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1672854	1208166	168466	4	10575	Pvalb	Pvalb Il1rapl2	0.78	Pvalb Il1rapl2 (77.9%), Pvalb Calb1_2 (14.3%), Pvalb Reln (3.7%)	Pvalb Tpbg (90.0%), Pvalb Reln Itm2a (10.0%)	1933	214.63	Matteo	30	337.9	117.4	595.5	1643.58		
275	20180710_sample_5	20180710_slice_5	2018-07-10	sample 5	mouse_CSPPC	2018-05-29	42	M	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV+	1435782	430150	97745	4	10070	Pvalb	Pvalb Il1rapl2	0.75	Pvalb Il1rapl2 (74.6%), Pvalb Calb1_2 (13.1%), Pvalb Reln (9.3%)	Pvalb Tpbg (99.0%)	1726	508.7	Matteo	15	576.9	218.1	644.7	1779.372		
276	20180711_sample_1	20180711_slice_1	2018-07-11	sample 1	mouse_TXVXA	2018-05-09	63	M	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	822164	704891	120479	4	6446	Pvalb	Pvalb Il1rapl2	0.76	Pvalb Il1rapl2 (76.1%), Pvalb Calb1_2 (8.3%), Pvalb Reln (8.1%)	Pvalb Tpbg (98.0%)	1512	199.36	Fede	22	286.4	114.5	602.6	1663.176	y	
277	20180711_sample_2	20180711_slice_2	2018-07-11	sample 2	mouse_TXVXA	2018-05-09	63	M	Sst-IRES-Cre/wt; Ai9/wt	2/3	5	SST+	1938438	1655837	219067	4	10619	Sst	Sst Hpse	0.97	Sst Hpse (96.6%)	Sst Hpse Cbln4 (100.0%)	1931	192	Fede	20	595.5	216.2	570.2	1573.752		
278	20180711_sample_3	20180711_slice_3	2018-07-11	sample 3	mouse_TXVXA	2018-05-09	63	M	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	2051545	1030680	209017	4	9065	Sst	Sst Calb2	0.99	Sst Calb2 (99.4%)	Sst Calb2 Pdlim5 (99.0%)	1747	157.43	Fede	26	418.3	154.3	624	1722.24	y	
279	20180711_sample_4	20180711_slice_4	2018-07-11	sample 4	mouse_TXVXA	2018-05-09	63	M	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	1565645	952773	163561	4	8835	Sst	Sst Calb2	1.00	Sst Calb2 (100.0%)	Sst Calb2 Pdlim5 (100.0%)	1689	178.87	Matteo	30	241	88.6	696.5	1922.34		
280	20180712_sample_2	20180712_slice_2	2018-07-12	sample 2	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	1	2/3	PV-	1559942	1660596	198819	4	4386	low quality					1536	69.06	Fede	30	117.5	42	554	1529.04		
281	20180712_sample_3	20180712_slice_3	2018-07-12	sample 3	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	1917923	693551	122780	4	10651	Sncg	Sncg Calb1_2	0.85	Sncg Calb1_2 (85.4%), Sncg Npy2r (9.1%), Sncg Calb1_1 (5.4%)	Sncg Gpr50 (100.0%)	1757	267.39	Fede	30	196.8	70.9	545	1504.2		
282	20180712_sample_5	20180712_slice_5	2018-07-12	sample 5	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV-	4195009	785840	172644	4	9829	Pvalb	Pvalb Il1rapl2	0.63	Pvalb Il1rapl2 (63.3%), Pvalb Reln (23.6%), Pvalb Gpr149 (8.1%)	Pvalb Reln Itm2a (95.0%)	1526	184.25	Fede	25	687.5	243.7	594.6	1641.096		
283	20180712_sample_11	20180712_slice_11	2018-07-12	sample 11	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	2224565	457634	114756	4	11080	Pvalb	Pvalb Il1rapl2	0.74	Pvalb Il1rapl2 (73.6%), Pvalb Reln (17.1%), Pvalb Gpr149 (4.9%)	Pvalb Tpbg (55.0%), Pvalb Reln Itm2a (45.0%)	1595	293.55	Matteo	26	281.3	107	617.3	1703.748		
284	20180712_sample_12	20180712_slice_12	2018-07-12	sample 12	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	3221944	885615	178807	4	10275	Pvalb	Pvalb Reln	0.64	Pvalb Reln (63.6%), Pvalb Calb1_2 (28.4%), Pvalb Kank4 (2.9%)	Pvalb Reln Itm2a (91.0%), Pvalb Reln Tac1 (9.0%)	1675	225.89	Matteo	26	695.6	262.7	639.8	1765.848		
285	20180712_sample_13	20180712_slice_13	2018-07-12	sample 13	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	774857	43140	57450	4	13910	IT	L2/3 IT_3	0.73	L2/3 IT_3 (72.9%), L2/3 IT_2 (18.1%), L5 ET_2 (6.6%)	L2/3 IT VISp Agmat (57.0%), L2/3 IT ALM Macc1 Lrg1 (40.0%)	1854	824.67	Matteo	25	174.8	66.8	589.8	1627.848	y	
286	20180712_sample_14	20180712_slice_14	2018-07-12	sample 14	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1181737	1990738	218519	4	11151	Pvalb	Pvalb Reln	0.95	Pvalb Reln (95.1%)	Pvalb Reln Itm2a (100.0%)	1504	435.23	Matteo	20	585	214.8	618.3	1706.508	y	
287	20180712_sample_15	20180712_slice_15	2018-07-12	sample 15	mouse_XTKQH	2018-02-22	140	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1106818	1334838	169504	4	9896	Pvalb	Pvalb Reln	1.00	Pvalb Reln (100.0%)	Pvalb Reln Itm2a (100.0%)	1801	220.26	Matteo	25	639.5	232.2	667.8	1843.128		
288	20180717_sample_1	20180717_slice_1	2018-07-17	sample 1	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	402297	560807	52345	4	9727	Pvalb	Pvalb Calb1_2	0.59	Pvalb Calb1_2 (59.4%), Pvalb Calb1_1 (34.4%), Pvalb Il1rapl2 (4.9%)	Pvalb Calb1 Sst (51.0%), Pvalb Sema3e Kank4 (30.0%), Pvalb Tpbg (18.0%)	1623	348.84	Fede	28	603.9	231.3	556.7	1536.492		
289	20180717_sample_2	20180717_slice_2	2018-07-17	sample 2	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	1	1	PV-	1590219	65526	87267	4	7495	Lamp5	Lamp5 Egln3_1	0.48	Lamp5 Egln3_1 (47.7%), Sncg Npy2r (23.3%), Sncg Col14a1 (10.1%)	Lamp5 Fam19a1 Pax6 (47.0%), Sncg Vip Nptx2 (43.0%), Sncg Gpr50 (7.0%)	1537	104.76	Fede	22	88.9	29.6	543.6	1500.336		
290	20180717_sample_3	20180717_slice_3	2018-07-17	sample 3	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1323883	1800144	224179	4	11890	Pvalb	Pvalb Il1rapl2	0.96	Pvalb Il1rapl2 (96.3%)	Pvalb Tpbg (100.0%)	1759	426.03	Fede	33	747.3	271.4	613.9	1694.364	y	
291	20180717_sample_4	20180717_slice_4	2018-07-17	sample 4	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1310290	930079	135032	4	10194	Pvalb	Pvalb Reln	0.57	Pvalb Reln (57.4%), Pvalb Il1rapl2 (39.7%)	Pvalb Reln Itm2a (73.0%), Pvalb Tpbg (26.0%)	1530	254.95	Fede	30	312.3	112.9	618.3	1706.508	y	
292	20180717_sample_6	20180717_slice_6	2018-07-17	sample 6	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1814459	1358199	181592	4	11364	Pvalb	Pvalb Reln	0.49	Pvalb Reln (48.6%), Pvalb Calb1_2 (28.7%), Pvalb Kank4 (13.7%)	Pvalb Reln Itm2a (47.0%), Pvalb Reln Tac1 (43.0%), Pvalb Gpr149 Islr (10.0%)	1799	324.28	Matteo	45	743.1	266.1	548.5	1513.86		
293	20180717_sample_7	20180717_slice_7	2018-07-17	sample 7	mouse_DFHTC	2018-05-29	49	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1413161	1522578	217179	4	12748	ET	L5 ET_3	0.65	L5 ET_3 (65.3%), L5 ET_4 (21.9%), L5 ET_2 (12.7%)	L5 PT ALM Hpgd (97.0%)	2015	485.16	Fede	15	723.1	261.4	610.1	1683.876	y	
294	20180718_sample_2	20180718_slice_2	2018-07-18	sample 2	mouse_PYCYR	2018-02-22	146	F	Pvalb-Cre/wt; Ai9/wt	5	2/3	PV+	1228111	58880	68069	4	6639	Pvalb	Pvalb Il1rapl2	0.47	Pvalb Il1rapl2 (46.6%), Pvalb Reln (16.4%), Pvalb Calb1_2 (15.0%)	Pvalb Tpbg (80.0%), Pvalb Reln Tac1 (9.0%), Pvalb Sema3e Kank4 (5.0%)	1581	73.66	Matteo	45	449.1	167.4	579.4	1599.144		
295	20180718_sample_3	20180718_slice_3	2018-07-18	sample 3	mouse_PYCYR	2018-02-22	146	F	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV+	1262763	735330	94051	4	8633	Pvalb	Pvalb Reln	0.97	Pvalb Reln (96.6%)	Pvalb Reln Itm2a (100.0%)	1891	147.29	Matteo	45	518.6	184.6	585.8	1616.808		
296	20180718_sample_4	20180718_slice_4	2018-07-18	sample 4	mouse_PYCYR	2018-02-22	146	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	2037237	1492508	296576	4	12287	Pvalb	Pvalb Gpr149	0.96	Pvalb Gpr149 (96.1%)	Pvalb Gpr149 Islr (98.0%)	2085	219.13	Matteo	45	848.7	294.7	621.7	1715.892		
297	20180719_sample_1	20180719_slice_1	2018-07-19	sample 1	mouse_NRBVC	2018-05-27	53	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1468083	1108494	181531	4	11833	Pvalb	Pvalb Reln	0.95	Pvalb Reln (95.1%)	Pvalb Reln Itm2a (100.0%)	1890	428.54	Fede	33	573.1	202.7	577.4	1593.624	y	
298	20180719_sample_4	20180719_slice_4	2018-07-19	sample 4	mouse_NRBVC	2018-05-27	53	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	795603	413298	148031	4	9722	Pvalb	Pvalb Calb1_2	0.65	Pvalb Calb1_2 (65.3%), Pvalb Reln (27.7%), Pvalb Kank4 (3.7%)	Pvalb Reln Tac1 (100.0%)	1531	418.89	Fede	26	525.2	192.6	585.1	1614.876		
299	20180720_sample_2	20180720_slice_2	2018-07-20	sample 2	mouse_PIDAD	2018-02-16	154	M	wt/wt	2/3	2/3	WT	2150157	2695117	313065	4	12643	Sncg	Sncg Calb1_1	0.85	Sncg Calb1_1 (84.9%), Sncg Calb1_2 (12.0%)	Sncg Gpr50 (100.0%)	2072	242.85	Matteo	33	203.7	73.9	689.3	1902.468		
300	20180720_sample_3	20180720_slice_3	2018-07-20	sample 3	mouse_PIDAD	2018-02-16	154	M	wt/wt	2/3	2/3	WT	700533	586791	75861	4	8790	Pvalb	Pvalb Il1rapl2	0.90	Pvalb Il1rapl2 (89.7%), Pvalb Reln (3.7%), Pvalb Kank4 (3.3%)	Pvalb Tpbg (96.0%)	1599	190.63	Matteo	40	322.9	120	663.8	1832.088		
301	20180720_sample_5	20180720_slice_5	2018-07-20	sample 5	mouse_PIDAD	2018-02-16	154	M	wt/wt	5	2/3	WT	2340636	461106	97374	4	10455	Lamp5	Lamp5 Slc35d3	0.65	Lamp5 Slc35d3 (65.1%), Lamp5 Pdlim5_2 (34.9%)	Lamp5 Lsp1 (100.0%)	2143	196.84	Matteo	40	453.6	168.3	636.2	1755.912	y	
302	20180725_sample_3	20180725_slice_3	2018-07-25	sample 3	mouse_ANUPT	2018-06-07	48	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	1002422	52327	80456	4	5107	IT	L2/3 IT_3	0.56	L2/3 IT_3 (55.9%), L4/5 IT_1 (19.3%), L6 CT Pou3f2 (6.1%)	L2/3 IT VISp Agmat (53.0%), L2/3 IT VISp Adamts2 (22.0%), L2/3 IT VISp Rrad (15.0%)	1533	67.84	Fede	14	297.4	106.4	615.3	1698.228	y	
303	20180725_sample_4	20180725_slice_4	2018-07-25	sample 4	mouse_ANUPT	2018-06-07	48	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	480025	48152	60125	4	4750	low quality					1506	97.72	Fede	15	234.6	89	554.1	1529.316		
304	20180725_sample_6	20180725_slice_6	2018-07-25	sample 6	mouse_ANUPT	2018-06-07	48	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT+	2126793	1588839	187340	4	11504	Pvalb	Pvalb Il1rapl2	0.51	Pvalb Il1rapl2 (51.4%), Pvalb Kank4 (21.4%), Pvalb Reln (10.7%)	Pvalb Reln Itm2a (41.0%), Pvalb Tpbg (38.0%), Pvalb Sema3e Kank4 (21.0%)	1974	221.91	Fede	36	492.4	203.3	631.3	1742.388		
305	20180725_sample_7	20180725_slice_7	2018-07-25	sample 7	mouse_ANUPT	2018-06-07	48	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	1252257	1204965	184342	4	12620	IT	L2/3 IT_3	0.98	L2/3 IT_3 (98.3%)	L2/3 IT VISp Agmat (89.0%), L2/3 IT VISp Rrad (7.0%)	1652	192	Fede	26	178	58.7	605.4	1670.904		
306	20180725_sample_9	20180725_slice_9	2018-07-25	sample 9	mouse_ANUPT	2018-06-07	48	M	Viaat-Cre/wt; Ai9/wt	1	1	VIAAT+	1303261	308691	83397	4	9352	Lamp5	Lamp5 Pdlim5_2	0.67	Lamp5 Pdlim5_2 (67.1%), Lamp5 Slc35d3 (31.7%)	Lamp5 Lsp1 (85.0%), Lamp5 Plch2 Dock5 (15.0%)	1506	161.7	Fede	43	53.2	18.7	604.5	1668.42	y	
307	20180726_sample_3	20180726_slice_3	2018-07-26	sample 3	mouse_XHGCQ	2018-06-11	45	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	2127985	1532633	205006	4	10701	Pvalb	Pvalb Il1rapl2	0.65	Pvalb Il1rapl2 (65.0%), Pvalb Reln (27.3%), Pvalb Gpr149 (5.1%)	Pvalb Tpbg (53.0%), Pvalb Reln Itm2a (47.0%)	2016	224.16	Fede	30	423.9	152.6	476.1	1314.036		
308	20180726_sample_4	20180726_slice_4	2018-07-26	sample 4	mouse_XHGCQ	2018-06-11	45	F	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV+	1597000	1681093	328613	4	12219	Pvalb	Pvalb Reln	0.82	Pvalb Reln (82.1%), Pvalb Kank4 (11.1%), Pvalb Gpr149 (5.4%)	Pvalb Reln Itm2a (99.0%)	1819	423.29	Fede	33	411.1	150.7	498	1374.48	?	
309	20180726_sample_5	20180726_slice_5	2018-07-26	sample 5	mouse_XHGCQ	2018-06-11	45	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1208032	1123124	169356	4	8898	Pvalb	Pvalb Reln	0.96	Pvalb Reln (96.1%)	Pvalb Reln Itm2a (100.0%)	1675	175.27	Fede	29	509.3	186	522	1440.72		
310	20180726_sample_6	20180726_slice_6	2018-07-26	sample 6	mouse_XHGCQ	2018-06-11	45	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	1430584	1167323	187407	4	11660	Pvalb	Pvalb Il1rapl2	0.86	Pvalb Il1rapl2 (86.0%), Pvalb Calb1_2 (4.6%), Pvalb Calb1_1 (4.0%)	Pvalb Tpbg (89.0%), Pvalb Sema3e Kank4 (11.0%)	1675	381.04	Fede	36	319.2	119.6	470.8	1299.408		
311	20180726_sample_7	20180726_slice_7	2018-07-26	sample 7	mouse_XHGCQ	2018-06-11	45	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1308022	1223345	136511	4	11364	Pvalb	Pvalb Gpr149	1.00	Pvalb Gpr149 (99.6%)	Pvalb Gpr149 Islr (91.0%), Pvalb Sema3e Kank4 (8.0%)	1757	139.94	Fede	40	1011.9	376.1	558.5	1541.46		
