GeneID,exon_bp,intron_bp,gene_bp
Gm15125,800,692,1492
Gm15126,833,191,1024
Gm15127,2046,38206,40252
Gm15128,2043,65423,67466
Gm15129,279,0,279
Gm15131,595,0,595
Gm15132,652,0,652
Gm15133,844,8976,9820
Gm15138,379,1686,2065
Gm15140,984,10069,11053
Gm15148,156,0,156
Gm15149,360,0,360
Gm15151,177,0,177
Gm15152,394,265,659
Gm15154,366,0,366
Gm15155,1277,719870,721147
Gm15156,417,156,573
Gm15157,702,0,702
Gm15159,764,0,764
Gm15162,283,0,283
Gm15163,1302,0,1302
Gm15164,271,0,271
Gm15165,502,0,502
Gm15166,385,0,385
Gm15167,187,141,328
Gm15168,316,269,585
Gm15169,4552,36041,40593
Gm15170,2023,639,2662
Gm15173,433,0,433
Gm15175,132,0,132
Gm15176,135,0,135
Gm15177,577,0,577
Gm15178,472,3761,4233
Gm15179,867,5934,6801
Gm15180,492,0,492
Gm15181,177,0,177
Gm15182,1676,0,1676
Gm15183,348,0,348
Gm15185,746,0,746
Gm15187,264,0,264
Gm15188,704,1933,2637
Gm15189,1966,611,2577
Gm15190,276,0,276
Gm15191,1000,0,1000
Gm15192,293,0,293
Gm15193,865,1543,2408
Gm15195,263,0,263
Gm15196,482,0,482
Gm15198,177,0,177
Gm15199,542,17580,18122
Gm15201,1210,326,1536
Gm15202,393,162,555
Gm15203,455,0,455
Gm15204,2281,0,2281
Gm15208,493,39413,39906
Gm15209,400,0,400
Gm15211,528,2139,2667
Gm15212,466,0,466
Gm15215,489,0,489
Gm15216,277,0,277
Gm15218,618,237864,238482
Gm15220,379,0,379
Gm15222,1764,0,1764
Gm15223,826,0,826
Gm15224,388,0,388
Gm15225,1017,6984,8001
Gm15226,2971,470,3441
Gm15227,399,0,399
Gm15228,3440,3742,7182
Gm15229,1398,0,1398
Gm15232,2318,11680,13998
Gm15234,1058,97,1155
Gm15235,194,0,194
Gm15236,379,0,379
Gm15237,469,0,469
Gm15238,1296,0,1296
Gm15239,603,2364,2967
Gm15240,720,0,720
Gm15241,474,10848,11322
Gm15243,382,5163,5545
Gm15244,130,0,130
Gm15245,1186,26898,28084
Gm15246,619,46950,47569
Gm15247,403,736,1139
Gm15251,883,0,883
Gm15254,273,0,273
Gm15256,883,0,883
Gm15258,741,0,741
Gm15261,2763,66100,68863
Gm15262,6206,72591,78797
Gm15263,642,187,829
Gm15264,502,37592,38094
Gm15265,974,5096,6070
Gm15266,255,775,1030
Gm15267,464,0,464
Gm1527,2120,31988,34108
Gm15270,2053,45615,47668
Gm15271,2110,3058,5168
Gm15272,233,0,233
Gm15273,868,0,868
Gm15274,291,0,291
Gm15275,347,0,347
Gm15276,498,0,498
Gm15279,288,0,288
Gm15280,640,0,640
Gm15283,2353,104423,106776
Gm15285,473,0,473
Gm15286,1098,63472,64570
Gm15287,751,8857,9608
Gm15288,653,6529,7182
Gm15289,244,0,244
Gm15294,977,850,1827
Gm15295,488,838,1326
Gm15298,1212,662,1874
Gm15300,279,502,781
Gm15302,2630,0,2630
Gm15303,2624,0,2624
Gm15304,2640,0,2640
Gm15305,288,505,793
Gm15309,240,0,240
Gm15311,282,505,787
Gm15313,282,1026,1308
Gm15314,1887,0,1887
Gm15318,2382,7921,10303
Gm15319,2522,23025,25547
Gm15320,1597,11077,12674
Gm15321,288,0,288
Gm15323,429,11402,11831
Gm15324,355,1155,1510
Gm15326,1681,5114,6795
Gm15327,752,1147,1899
Gm15328,4421,2642,7063
Gm15329,155,0,155
Gm15332,357,0,357
Gm15333,364,0,364
Gm15334,325,233,558
Gm15335,411,190,601
Gm15336,1571,54873,56444
Gm15337,3888,18500,22388
Gm15339,506,17255,17761
Gm15340,704,627,1331
Gm15342,2100,554,2654
Gm15343,640,5128,5768
Gm15345,663,31309,31972
Gm15346,475,8907,9382
Gm15347,385,16602,16987
Gm15348,3655,8529,12184
Gm15349,204,0,204
Gm15350,619,4912,5531
Gm15351,848,15765,16613
Gm15352,270,0,270
Gm15353,702,3147,3849
Gm15354,1772,1141,2913
Gm15355,285,0,285
Gm15356,2741,614,3355
Gm15357,285,553,838
Gm15358,520,0,520
Gm15361,444,0,444
Gm15362,388,0,388
Gm15363,631,486,1117
Gm15364,585,0,585
Gm15365,300,0,300
Gm15366,1019,0,1019
Gm15367,1016,0,1016
Gm15375,849,0,849
Gm15377,246,466,712
Gm15378,207,0,207
Gm15379,648,0,648
Gm15382,537,0,537
Gm15384,486,222,708
Gm15385,743,25048,25791
Gm15387,648,0,648
Gm15388,726,0,726
Gm15389,666,5841,6507
Gm15392,778,3130,3908
Gm15393,219,0,219
Gm15394,1308,0,1308
Gm15395,702,6441,7143
Gm15396,1089,9568,10657
Gm15398,1910,123867,125777
Gm15399,724,284,1008
Gm15400,601,0,601
Gm15401,1598,6832,8430
Gm15402,670,5207,5877
Gm15403,1227,0,1227
Gm15404,364,34437,34801
Gm15406,936,46734,47670
Gm15407,634,16398,17032
Gm15408,1379,4436,5815
Gm15409,520,1915,2435
Gm15411,5131,15032,20163
Gm15412,1096,1386,2482
Gm15413,1935,8182,10117
Gm15414,440,31978,32418
Gm15416,442,4611,5053
Gm15417,1669,5261,6930
Gm15418,677,16072,16749
Gm15419,743,17964,18707
Gm15420,388,1138,1526
Gm15423,1430,3283,4713
Gm15425,2711,1892,4603
Gm15426,556,0,556
Gm15427,531,0,531
Gm15428,333,0,333
Gm15429,798,450,1248
Gm15432,195,0,195
Gm15433,891,0,891
Gm15441,1676,9361,11037
Gm15442,1527,303,1830
Gm15443,820,0,820
Gm15446,3780,16757,20537
Gm15448,2182,6725,8907
Gm15454,483,0,483
Gm15455,2557,0,2557
Gm15457,3990,16551,20541
Gm15458,709,5564,6273
Gm15459,1941,0,1941
Gm15461,235,4401,4636
Gm15462,4580,1702,6282
Gm15465,358,2422,2780
Gm15467,445,0,445
Gm15469,961,631,1592
Gm15470,1371,0,1371
Gm15473,1179,5012,6191
Gm15475,3757,9479,13236
Gm15476,1191,0,1191
Gm15477,4302,57647,61949
Gm15478,2172,2204,4376
Gm15480,519,0,519
Gm15482,4529,1035,5564
Gm15484,828,0,828
Gm15485,258,688,946
Gm15486,604,13187,13791
Gm15488,670,2186,2856
Gm15489,973,19421,20394
Gm15490,387,0,387
Gm15491,751,2052,2803
Gm15492,606,17476,18082
Gm15493,528,0,528
Gm15494,555,25034,25589
Gm15495,1312,0,1312
Gm15496,2507,28798,31305
Gm15497,551,0,551
Gm15498,723,4875,5598
Gm15499,422,1851,2273
Gm15500,1019,0,1019
Gm15501,849,4345,5194
Gm15504,265,0,265
Gm15506,4791,15802,20593
Gm15507,1246,3045,4291
Gm15510,1172,8996,10168
Gm15511,557,14802,15359
Gm15512,2257,1936,4193
Gm15515,822,0,822
Gm15516,193,0,193
Gm15518,2108,38187,40295
Gm15519,1566,0,1566
Gm15520,1203,9198,10401
Gm15522,785,975,1760
Gm15523,439,10713,11152
Gm15526,204,0,204
Gm15527,3494,29841,33335
Gm1553,658,5424,6082
Gm15531,252,0,252
Gm15532,884,0,884
Gm15533,3292,0,3292
Gm15534,562,0,562
Gm15536,114,0,114
Gm15537,485,1084,1569
Gm15540,674,347,1021
Gm15541,2713,2692,5405
Gm15543,361,4995,5356
Gm15544,1531,0,1531
Gm15545,1976,5722,7698
Gm15546,826,0,826
Gm15550,1748,0,1748
Gm15551,535,1181,1716
Gm15554,895,0,895
Gm15557,1380,643,2023
Gm15558,2018,12274,14292
Gm15559,2260,6052,8312
Gm15560,643,0,643
Gm15561,540,5122,5662
Gm15563,410,9649,10059
Gm15564,821,15658,16479
Gm15567,2130,6540,8670
Gm15568,1213,0,1213
Gm15569,594,831,1425
Gm15570,625,0,625
Gm15571,637,0,637
Gm15573,540,0,540
Gm15574,405,193,598
Gm15575,1581,0,1581
Gm15577,2293,14625,16918
Gm15579,757,409,1166
Gm15580,556,0,556
Gm15581,5640,173142,178782
Gm15584,759,31107,31866
Gm15587,3759,13664,17423
Gm15589,271,3023,3294
Gm1559,3117,1558,4675
Gm15591,627,189,816
Gm15592,1707,17206,18913
Gm15593,1008,0,1008
Gm15594,2215,987,3202
Gm15596,784,0,784
Gm15597,1050,4652,5702
Gm15599,1345,0,1345
Gm156,2000,15703,17703
Gm15600,856,3263,4119
Gm15601,4323,30356,34679
Gm15602,465,0,465
Gm15603,492,0,492
Gm15608,1057,22197,23254
Gm15609,2960,622,3582
Gm15610,195,0,195
Gm15611,406,862,1268
Gm15612,3118,1303,4421
Gm15613,326,0,326
Gm15614,1537,142345,143882
Gm15617,771,0,771
Gm15618,452,0,452
Gm15619,1294,14110,15404
Gm15620,270,70,340
Gm15621,364,0,364
Gm15622,1464,1788,3252
Gm15624,3889,2715,6604
Gm15625,1093,0,1093
Gm15627,437,360,797
Gm15631,2436,2082,4518
Gm15632,246,2561,2807
Gm15635,2870,4501,7371
Gm15636,668,73,741
Gm15637,817,6456,7273
Gm15638,4906,20859,25765
Gm15640,527,2430,2957
Gm15641,670,299,969
Gm15645,2530,98800,101330
Gm15647,691,85,776
Gm15650,770,1161,1931
Gm15651,2507,90,2597
Gm15653,907,0,907
Gm15654,300,0,300
Gm15656,615,919,1534
Gm15657,1517,24928,26445
Gm15659,341,0,341
Gm15661,556,0,556
Gm15663,3365,6557,9922
Gm15664,184,0,184
Gm15668,678,73732,74410
Gm15669,526,12318,12844
Gm15671,576,945,1521
Gm15674,2438,12653,15091
Gm15675,3681,3730,7411
Gm15677,766,365,1131
Gm15678,960,62,1022
Gm15679,1936,18919,20855
Gm15680,465,109093,109558
Gm15682,483,0,483
Gm15684,1814,7280,9094
Gm15687,269,3235,3504
Gm15688,2418,4940,7358
Gm15689,1159,18853,20012
Gm15690,432,630,1062
Gm15691,849,1608,2457
Gm15692,346,0,346
Gm15693,637,0,637
Gm15697,2902,870,3772
Gm15699,280,623,903
Gm15700,821,16080,16901
Gm15701,573,1260,1833
Gm15702,444,0,444
Gm15703,880,0,880
Gm15704,2818,4763,7581
Gm15706,899,422,1321
Gm15707,996,0,996
Gm15710,636,0,636
Gm15713,1546,8133,9679
Gm15715,283,0,283
Gm15716,404,18265,18669
Gm15719,635,0,635
Gm15721,3308,3977,7285
Gm15722,661,1760,2421
Gm15723,600,14506,15106
Gm15726,509,5677,6186
Gm15727,437,0,437
Gm15728,3561,799,4360
Gm15729,360,4519,4879
Gm15731,2195,13219,15414
Gm15732,480,0,480
Gm15734,1040,761,1801
Gm15736,420,300,720
Gm15737,4894,10161,15055
Gm15738,1841,112541,114382
Gm15743,1901,0,1901
Gm15744,213,0,213
Gm15746,1027,0,1027
Gm15747,801,3508,4309
Gm15749,612,98,710
Gm15750,616,216,832
Gm15751,1862,3755,5617
Gm15753,1062,325,1387
Gm15754,758,15776,16534
Gm15755,659,3786,4445
Gm15756,670,2582,3252
Gm15758,706,689,1395
Gm15759,3723,57817,61540
Gm15760,3245,0,3245
Gm15762,333,9137,9470
Gm15763,403,0,403
Gm15764,751,4565,5316
Gm15765,910,0,910
Gm15766,813,0,813
Gm15767,544,731,1275
Gm15770,584,0,584
Gm15772,438,0,438
Gm15773,1448,0,1448
Gm15774,2176,7614,9790
Gm15775,538,6480,7018
Gm15777,876,6371,7247
Gm15778,608,0,608
Gm15779,412,0,412
Gm15780,935,0,935
Gm15782,445,0,445
Gm15783,633,231,864
Gm15784,1462,0,1462
Gm15785,694,0,694
Gm15786,450,0,450
Gm15787,2992,19113,22105
Gm15788,931,14176,15107
Gm15789,1359,1174,2533
Gm15790,1251,0,1251
Gm15792,769,1229,1998
Gm15794,631,2784,3415
Gm15796,204,0,204
Gm15798,408,0,408
Gm15802,1132,136033,137165
Gm15806,955,0,955
Gm15807,1128,0,1128
Gm15810,681,4886,5567
Gm15812,748,517,1265
Gm15813,2541,5504,8045
Gm15816,1688,9104,10792
Gm15818,656,9324,9980
Gm15819,481,589,1070
Gm15820,728,350,1078
Gm15821,1210,1938,3148
Gm15823,670,0,670
Gm15824,955,0,955
Gm15826,1384,257,1641
Gm15829,869,205,1074
Gm15832,1832,2601,4433
Gm15833,957,0,957
Gm15834,4616,13467,18083
Gm15835,356,1356,1712
Gm15836,793,0,793
Gm15839,1146,33994,35140
Gm15841,517,4766,5283
Gm15843,529,0,529
Gm15844,576,0,576
Gm15845,996,19341,20337
Gm15846,320,0,320
Gm15847,1065,2644,3709
Gm15848,1066,13042,14108
Gm15849,335,1046,1381
Gm15850,2049,2957,5006
Gm15851,662,7630,8292
Gm15852,915,636,1551
Gm15853,2517,99,2616
Gm15856,1162,1300,2462
Gm15857,789,15898,16687
Gm15860,976,10736,11712
Gm15862,361,17796,18157
Gm15866,1373,50431,51804
Gm15867,388,936,1324
Gm15868,520,1654,2174
Gm1587,1354,3670,5024
Gm15870,644,9507,10151
Gm15872,1108,3998,5106
Gm15873,1039,3001,4040
Gm15875,273,1150,1423
Gm15878,306,0,306
Gm15879,1023,3986,5009
Gm15880,2884,5484,8368
Gm15882,855,178,1033
Gm15883,1690,4504,6194
Gm15884,643,2616,3259
Gm15885,388,0,388
Gm15886,1425,16026,17451
Gm15889,2446,0,2446
Gm15890,770,7019,7789
Gm15892,1333,7078,8411
Gm15893,1559,6098,7657
Gm15894,2067,1912,3979
Gm15895,731,1109,1840
Gm15897,1486,0,1486
Gm15900,342,0,342
Gm15901,941,253,1194
Gm15904,487,3704,4191
Gm15905,298,0,298
Gm15906,323,1497,1820
Gm15907,2309,362,2671
Gm15908,1091,12761,13852
Gm15910,2971,2727,5698
Gm15911,809,1793,2602
Gm15912,1297,49,1346
Gm15913,331,872,1203
Gm15915,908,8197,9105
Gm15916,736,0,736
Gm15917,487,2842,3329
Gm15918,689,4160,4849
Gm15921,483,0,483
Gm15922,3462,4798,8260
Gm15925,1881,8868,10749
Gm15927,3736,9038,12774
Gm15928,280,0,280
Gm15929,1161,2866,4027
Gm15930,2037,5089,7126
Gm15931,1852,6605,8457
Gm15932,535,9298,9833
Gm15934,525,1589,2114
Gm15935,893,4197,5090
Gm15938,635,10004,10639
Gm15939,2147,36040,38187
Gm15942,810,19340,20150
Gm15943,3821,105758,109579
Gm15945,810,1313,2123
Gm15946,423,0,423
Gm15947,2742,2747,5489
Gm15948,403,1989,2392
Gm15949,126,425,551
Gm15950,1973,0,1973
Gm15951,400,0,400
Gm15952,956,56840,57796
Gm15953,1732,0,1732
Gm15956,502,4406,4908
Gm15957,974,0,974
Gm15958,2436,25936,28372
Gm15961,266,852,1118
Gm15962,879,14314,15193
Gm15963,876,606,1482
Gm15964,2745,9649,12394
Gm15965,1428,1903,3331
Gm15966,2389,54878,57267
Gm15970,834,0,834
Gm15972,418,1441,1859
Gm15974,531,0,531
Gm15975,1402,0,1402
Gm15976,429,3769,4198
Gm15978,738,1551,2289
Gm15983,4814,30022,34836
Gm15984,1559,24449,26008
Gm15986,400,0,400
Gm15987,2231,21595,23826
Gm15988,367,0,367
Gm15990,3321,707,4028
Gm15991,4148,17135,21283
Gm15994,402,0,402
Gm15996,762,976,1738
Gm15997,1491,47484,48975
Gm15998,1844,1625,3469
Gm15999,1511,7348,8859
Gm1600,4727,18760,23487
Gm16000,447,2583,3030
Gm16001,1063,93,1156
Gm16005,272,0,272
Gm16006,566,248,814
Gm16007,286,0,286
Gm16008,1324,8312,9636
Gm16010,4720,1358,6078
Gm16013,353,6000,6353
Gm16015,390,281,671
Gm16016,550,0,550
Gm16017,208,0,208
Gm16019,261,5067,5328
Gm16020,210,0,210
Gm16021,219,0,219
Gm16023,2770,13686,16456
Gm16025,2425,13462,15887
Gm16026,4005,14789,18794
Gm16028,890,7725,8615
Gm16029,2427,11058,13485
Gm16030,603,0,603
Gm16031,448,1229,1677
Gm16032,168,0,168
Gm16035,401,7347,7748
Gm16036,1112,18906,20018
Gm16038,193,1726,1919
Gm16041,3725,2239,5964
Gm16043,616,22831,23447
Gm16045,2969,2820,5789
Gm16048,663,4850,5513
Gm1604a,3991,114729,118720
Gm1604b,756,61274,62030
Gm16050,2463,7777,10240
Gm16054,1819,4699,6518
Gm16055,626,9455,10081
Gm16056,135,0,135
Gm16057,759,923,1682
Gm16058,427,898,1325
Gm16059,3778,632,4410
Gm16060,478,0,478
Gm16061,857,0,857
Gm16062,771,7641,8412
Gm16063,1701,6822,8523
Gm16066,1086,52719,53805
Gm16068,504,10459,10963
Gm16069,545,994,1539
Gm16070,8345,43275,51620
Gm16071,793,0,793
Gm16072,2377,0,2377
Gm16073,517,0,517
Gm16075,361,165,526
Gm16077,655,0,655
Gm16079,578,9967,10545
Gm16080,692,15210,15902
Gm16081,684,10625,11309
Gm16083,2547,91953,94500
Gm16084,620,12424,13044
Gm16086,371,19943,20314
Gm16087,964,1153,2117
Gm16089,336,0,336
Gm16090,1704,65593,67297
Gm16091,963,12292,13255
Gm16092,2405,13624,16029
Gm16093,392,12816,13208
Gm16094,427,127,554
Gm16095,253,828,1081
Gm16096,834,2606,3440
Gm16098,796,370,1166
Gm16099,710,1047,1757
Gm16101,430,0,430
Gm16103,1279,0,1279
Gm16104,401,1604,2005
Gm16105,697,1117,1814
Gm16106,294,0,294
Gm16107,862,0,862
Gm16110,892,785,1677
Gm16111,285,0,285
Gm16112,382,0,382
Gm16114,300,0,300
Gm16116,430,3168,3598
Gm16117,324,2245,2569
Gm16118,680,8888,9568
Gm16120,868,2499,3367
Gm16121,2253,4140,6393
Gm16122,1158,10250,11408
Gm16123,1517,188,1705
Gm16124,516,13504,14020
Gm16125,339,0,339
Gm16126,589,28972,29561
Gm16129,486,468,954
Gm16130,2799,13925,16724
Gm16133,4393,6013,10406
Gm16136,1294,223,1517
Gm16137,664,96,760
Gm16138,821,0,821
Gm16139,420,0,420
Gm16140,1121,935,2056
Gm16142,2850,7983,10833
Gm16143,538,1327,1865
Gm16144,827,1743,2570
Gm16145,583,12452,13035
Gm16146,819,851,1670
Gm16147,373,0,373
Gm16148,893,0,893
Gm16149,309,0,309
Gm16150,912,10335,11247
Gm16151,639,3390,4029
Gm16152,1853,7173,9026
Gm16153,4118,10219,14337
Gm16156,713,10798,11511
Gm16157,1340,8916,10256
Gm16158,804,13730,14534
Gm16159,1157,6266,7423
Gm16161,290,804,1094
Gm16162,297,354,651
Gm16163,1119,30887,32006
Gm16164,468,0,468
Gm16165,795,0,795
Gm16166,787,0,787
Gm16167,1065,0,1065
Gm16168,1691,71260,72951
Gm16169,3357,15435,18792
Gm16170,3754,6092,9846
Gm16171,324,0,324
Gm16172,682,2009,2691
Gm16175,248,2016,2264
Gm16177,718,0,718
Gm16178,677,76367,77044
Gm16179,373,0,373
Gm16180,312,626,938
Gm16181,567,2734,3301
Gm16183,1193,4790,5983
Gm16184,573,0,573
Gm16185,3207,78,3285
Gm16186,216,624,840
Gm16188,420,6661,7081
Gm16189,997,29141,30138
Gm16191,745,10918,11663
Gm16192,937,1361,2298
Gm16193,778,10819,11597
Gm16195,442,668,1110
Gm16196,2172,15755,17927
Gm16198,670,0,670
Gm16199,288,0,288
Gm16201,3469,25113,28582
Gm16204,1897,1029,2926
Gm16206,1966,3213,5179
Gm16208,471,1043,1514
Gm16209,627,0,627
Gm16210,610,0,610
Gm16211,1620,717,2337
Gm16212,667,510,1177
Gm16214,1388,10111,11499
Gm16215,637,0,637
Gm16216,1111,0,1111
Gm16217,616,707,1323
Gm16218,388,0,388
Gm16220,405,897,1302
Gm16221,393,0,393
Gm16222,1298,588,1886
Gm16223,2530,146309,148839
Gm16224,412,453,865
Gm16226,1117,32248,33365
Gm16229,1232,414,1646
Gm16230,521,4600,5121
Gm16233,1623,5695,7318
Gm16234,815,3284,4099
Gm16235,480,5172,5652
Gm16237,1319,1605,2924
Gm16239,2635,2792,5427
Gm16240,614,1082,1696
Gm16242,334,17799,18133
Gm16243,494,331,825
Gm16244,2327,96,2423
Gm16246,1346,7585,8931
Gm16248,243,0,243
Gm16249,1258,4320,5578
Gm16250,256,0,256
Gm16251,338,6541,6879
Gm16253,550,3130,3680
Gm16254,730,0,730
Gm16261,205,0,205
Gm16262,1751,4865,6616
Gm16263,502,19603,20105
Gm16265,108,0,108
Gm16267,732,26252,26984
Gm16268,1157,34704,35861
Gm1627,2588,7189,9777
Gm16271,220,55580,55800
Gm16272,388,8305,8693
Gm16273,268,0,268
Gm16275,712,5211,5923
Gm16276,262,0,262
Gm16277,662,31247,31909
Gm16278,2071,14586,16657
Gm16279,2945,12325,15270
Gm16280,623,630,1253
Gm16283,522,874,1396
Gm16286,3075,2902,5977
Gm16287,2324,2927,5251
Gm16288,367,0,367
Gm16290,474,2250,2724
Gm16291,2594,12739,15333
Gm16294,1459,14497,15956
Gm16297,459,0,459
Gm16298,420,0,420
Gm16299,2766,3009,5775
Gm16302,428,1795,2223
Gm16305,556,0,556
Gm16307,210,0,210
Gm16308,940,2733,3673
Gm16311,702,5968,6670
Gm16315,783,434,1217
Gm16316,3393,3883,7276
Gm16318,601,0,601
Gm16322,767,30341,31108
Gm16323,556,1067,1623
Gm16325,3230,6554,9784
Gm16327,228,0,228
Gm16328,196,0,196
Gm16329,371,741,1112
Gm16331,498,0,498
Gm16332,2967,70554,73521
Gm16333,318,145,463
Gm16335,309,0,309
Gm16336,380,487,867
Gm16337,917,27619,28536
Gm16339,929,1172,2101
Gm16341,377,25490,25867
Gm16342,1025,19432,20457
Gm16343,410,11196,11606
Gm16344,1567,3304,4871
Gm16345,158,0,158
Gm16346,937,5366,6303
Gm16347,1344,2522,3866
Gm16348,2385,371,2756
Gm16350,446,75,521
Gm16351,491,57273,57764
Gm16353,1223,0,1223
Gm16354,150,0,150
Gm16355,231,0,231
Gm16357,474,1370,1844
Gm16359,289,0,289
Gm16362,214,0,214
Gm16363,877,0,877
Gm16364,2721,54458,57179
Gm16368,435,0,435
Gm16372,450,0,450
Gm16373,303,0,303
Gm16374,999,0,999
Gm16379,348,0,348
Gm16380,478,0,478
Gm16381,503,0,503
Gm16385,1102,0,1102
Gm16386,1533,28987,30520
Gm16387,2632,2528,5160
Gm16391,447,0,447
Gm16394,675,1690,2365
Gm16397,494,0,494
Gm16400,1029,886,1915
Gm16401,2074,0,2074
Gm16404,468,14744,15212
Gm16407,567,0,567
Gm16409,747,0,747
Gm16410,774,0,774
Gm16411,1100,0,1100
Gm16412,273,0,273
Gm16415,489,0,489
Gm16416,483,0,483
Gm16418,171,0,171
Gm16419,625,0,625
Gm16420,856,0,856
Gm16421,1557,0,1557
Gm16423,947,0,947
Gm16425,3130,0,3130
Gm16427,2268,56104,58372
Gm16428,723,12740,13463
Gm16429,1848,2428,4276
Gm16430,703,16106,16809
Gm16433,1984,0,1984
Gm16434,2075,6539,8614
Gm16436,1607,945,2552
Gm16437,504,0,504
Gm16440,1089,8510,9599
Gm16441,924,0,924
Gm16442,924,0,924
Gm16443,2184,18111,20295
Gm16445,714,2107,2821
Gm16451,924,0,924
Gm16456,920,0,920
Gm16459,686,0,686
Gm16463,721,394,1115
Gm16465,1758,507,2265
Gm1647,735,25210,25945
Gm16470,998,0,998
Gm16471,618,0,618
Gm16475,754,3090,3844
Gm16478,5084,937,6021
Gm16479,932,0,932
Gm16480,832,0,832
Gm16481,1227,0,1227
Gm16485,3983,0,3983
Gm16487,4037,1,4038
Gm16490,351,0,351
Gm16494,259,0,259
Gm16497,3010,21182,24192
Gm16499,4242,47376,51618
Gm16505,1627,3963,5590
Gm16506,1405,3828,5233
Gm16510,249,0,249
Gm16511,564,2291,2855
Gm16513,2924,9795,12719
Gm16518,508,389,897
Gm16519,489,0,489
Gm16531,967,28556,29523
Gm16533,228,0,228
Gm16536,1589,0,1589
Gm16537,702,8230,8932
Gm16539,327,351,678
Gm16541,737,25522,26259
Gm16547,293,0,293
Gm16549,503,13113,13616
Gm16551,3708,8444,12152
Gm16552,685,9053,9738
Gm16553,716,28525,29241
Gm16554,460,766,1226
Gm16555,1199,3001,4200
Gm16556,521,10285,10806
Gm16559,1564,24051,25615
Gm16560,404,0,404
Gm16561,192,0,192
Gm16564,3010,16023,19033
Gm16565,2181,6112,8293
Gm16568,1910,2863,4773
Gm16569,314,639,953
Gm16572,279,1563,1842
Gm16573,1302,11951,13253
Gm16575,1615,610,2225
Gm16576,5404,9293,14697
Gm16577,471,229,700
Gm16578,784,2787,3571
Gm16579,2566,28272,30838
Gm16581,991,0,991
Gm16582,1930,27129,29059
Gm16585,610,0,610
Gm16587,863,2072,2935
Gm16589,918,0,918
Gm16596,708,17668,18376
Gm16599,1182,141717,142899
Gm16617,675,1728,2403
Gm16618,955,5679,6634
Gm16630,3257,25118,28375
Gm16638,9296,25537,34833
Gm1667,558,1088,1646
Gm16675,3486,67222,70708
Gm16677,2756,6411,9167
Gm16685,1592,75705,77297
Gm16701,2561,25692,28253
Gm16712,1960,2651,4611
Gm16725,1253,24003,25256
Gm16726,892,2239,3131
Gm1673,669,912,1581
Gm16731,922,2980,3902
Gm16740,956,8246,9202
Gm16741,1818,23766,25584
Gm16751,1685,45508,47193
Gm16754,2611,5065,7676
Gm16758,3848,3136,6984
Gm16759,6107,163984,170091
Gm16764,601,1650,2251
Gm16793,1680,4790,6470
Gm16794,4100,13249,17349
Gm16796,3172,9399,12571
Gm16833,672,23924,24596
Gm16835,2809,13301,16110
Gm16838,816,9890,10706
Gm16845,1509,13612,15121
Gm16853,1986,4493,6479
Gm16861,1694,2891,4585
Gm16863,2450,46924,49374
Gm16867,7788,132071,139859
Gm16876,760,8166,8926
Gm16892,1726,5287,7013
Gm16894,842,8782,9624
Gm16897,2492,18710,21202
Gm16933,2169,2672,4841
Gm16938,511,1697,2208
Gm16958,1835,5150,6985
Gm16973,2421,2568,4989
Gm16976,5730,110544,116274
Gm16982,2620,1062,3682
Gm16984,1018,25453,26471
Gm16998,1230,3930,5160
Gm17014,168,0,168
Gm17017,2405,6959,9364
Gm17018,2350,16799,19149
Gm17019,1162,2887,4049
Gm17021,2688,20488,23176
Gm17022,922,0,922
Gm17023,448,6216,6664
Gm17025,580,3049,3629
Gm17026,1379,4011,5390
Gm17027,1403,3930,5333
Gm17029,5876,18499,24375
Gm17030,393,1929,2322
Gm17031,1669,0,1669
Gm17032,338,3116,3454
Gm17033,593,15582,16175
Gm17034,2229,778,3007
Gm17036,254,13158,13412
Gm17039,4901,108,5009
Gm17040,1150,3608,4758
Gm17045,844,0,844
Gm17046,850,0,850
Gm17047,430,0,430
Gm17048,847,0,847
Gm17051,487,0,487
Gm17052,289,0,289
Gm17053,495,995,1490
Gm17055,2621,0,2621
Gm17056,2299,151,2450
Gm17057,591,14960,15551
Gm17058,928,15414,16342
Gm17059,519,537,1056
Gm17060,824,0,824
Gm17061,499,2286,2785
Gm17063,456,1741,2197
Gm17065,239,0,239
Gm17067,3673,17876,21549
Gm17069,490,0,490
Gm17074,556,0,556
Gm17077,279,1901,2180
Gm17078,668,3836,4504
Gm17079,666,3784,4450
Gm17080,811,1447,2258
Gm17083,1366,0,1366
Gm17086,484,0,484
Gm17088,581,2548,3129
Gm17089,1394,9160,10554
Gm17090,490,15520,16010
Gm17091,357,1891,2248
Gm17092,2011,475,2486
Gm17093,1404,3765,5169
Gm17098,628,208,836
Gm17101,1588,0,1588
Gm17102,906,2844,3750
Gm17103,549,3429,3978
Gm17106,459,122289,122748
Gm17108,2877,1527,4404
Gm17109,358,0,358
Gm17110,735,235,970
Gm17111,411,106,517
Gm17112,432,7864,8296
Gm17113,171,177,348
Gm17114,511,32749,33260
Gm17115,885,313,1198
Gm17116,1013,2429,3442
Gm17117,299,0,299
Gm17118,335,747,1082
Gm17120,743,1195,1938
Gm17121,847,0,847
Gm17124,1379,4002,5381
Gm17126,523,0,523
Gm17129,505,0,505
Gm17130,2683,2204,4887
Gm17131,3846,0,3846
Gm17132,1158,0,1158
Gm17133,289,4958,5247
Gm17135,564,57851,58415
